section,id,experiment,file,run_id,wandb_url,lineage_parent,variant,val_metric_name,val_metric,val_action_metric,net_stock_lcb,net_damage_lcb,closed_loop_source,boots,matches,crashes,total_params,policy_params,model_context,effective_batch,update_steps,samples,train_pf_6nt,replan_p50_ms,replan_p95_ms,control,hyperparam_or_flops_mismatch
awr,A1,020,experiments/020_awr.py,rnbyn7n8,https://wandb.ai/ericyuegu/hal/runs/rnbyn7n8,016,sparse-stock MC-AWR,val/loss,1.067071688740473,recon_f1=0.9056603773584904;recon_acc=0.9926593959731544;change_f1=0.433745,-0.6673749298014648,-0.4434577852886967,W&B standard field; old protocol,,113,crash_fraction=0.008771929824561403,6785971,6785714,016-actor-plus-value-head,512,16384,8388608,87.437,,,M1.3,MC-AWR+257-param value head; training sizes/PF match
awr,A2,020,experiments/020_awr.py,3sgvx6xv,https://wandb.ai/ericyuegu/hal/runs/3sgvx6xv,020-AWR,damage+win MC-AWR,val/loss,1.0890398066571083,recon_f1=0.8885906040268455;recon_acc=0.9912961409395972;change_f1=0.419686,-0.630006467666832,22.37032543149282,W&B standard field; old protocol,,126,0,6785971,6785714,same-as-A1,512,16384,8388608,87.437,,,A1,beta+gamma+cap+damage+win rewards all change
awr,A3,036,experiments/036_advantage_weighted_bc.py,hwzv0k9a,https://wandb.ai/ericyuegu/hal/runs/hwzv0k9a,026,d256 026-style actor plus MC-AWR,val/primary_nll,1.1774824248599178,change_f1=0.22195415198802948;exact=0.5999720096588135;dense4=0.5033556818962097,-0.14219760561536018,27.621018366234708,W&B successful eval; all R2 worker metrics failed,128,137,0,7147504,7081711,trunk256x8-context128-temporal128x2-exec4,512,16384,8388608,46.047,13.363403000028027,14.35107899997092,M2.2,width/heads/params/PF all -52.5% plus MC-AWR/value; W&B step stale but checkpoint is16384
rank_weighted_bc,A4,034,experiments/034_rank_weighted_bc.py,c5cxoyk8,https://wandb.ai/ericyuegu/hal/runs/c5cxoyk8,026,rank weights1-2-4,val/primary_nll,1.167731312991051,change_f1=0.2118305116891861;exact=0.6008109450340271;dense4=0.5008389353752136,-0.09413931792767524,29.769881554462636,R2 standalone final96,96,98,0,15053039,15053039,exact-026-policy,512,16384,8388608,96.978,10.353224999946065,11.521776250000926,M2.2,rank sidecar/loss weights only; params/batch/steps/samples/PF match
factorization_matrix,D0-train,037,experiments/037_factorization_matrix.py,98r9smrj,https://wandb.ai/ericyuegu/hal/runs/98r9smrj,026/036-actor,future independent; no learned group conditioning,val/primary_nll,1.893409412294233,change_f1=0.300930380821228;exact=0.640240490436554;dense4=0.47063758969306946,,,W&B config/history plus audited R2 final.pt,,,,7147504,7081711,d256-L8-h4-context128-temporal128x2,512,16384,8388608,46.047,,,matrix baseline,no training mismatch within D0-D3
factorization_matrix,D1-train,037,experiments/037_factorization_matrix.py,a117chkw,https://wandb.ai/ericyuegu/hal/runs/a117chkw,037-D0,future independent; learned group AR,val/primary_nll,1.858838367163276,change_f1=0.32446134090423584;exact=0.6389821171760559;dense4=0.4739933013916016,,,W&B config/history plus audited R2 final.pt,,,,7147504,7081711,d256-L8-h4-context128-temporal128x2,512,16384,8388608,46.047,,,D0,only learned group conditioning changes
factorization_matrix,D2-train,037,experiments/037_factorization_matrix.py,50q39o9j,https://wandb.ai/ericyuegu/hal/runs/50q39o9j,037-D0,future selected-AR; no learned group conditioning,val/primary_nll,1.181880705906221,change_f1=0.2068410366773605;exact=0.5992729067802429;dense4=0.5008389353752136,,,W&B config/history plus audited R2 final.pt,,,,7147504,7081711,d256-L8-h4-context128-temporal128x2,512,16384,8388608,46.047,,,D0,only future conditioning changes; first production D2
factorization_matrix,D3-train,037,experiments/037_factorization_matrix.py,5wfk2esf,https://wandb.ai/ericyuegu/hal/runs/5wfk2esf,026/036-actor,future selected-AR; learned group AR; uniform BC,val/primary_nll,1.182139075818879,change_f1=0.21256038546562195;exact=0.5988534688949585;dense4=0.4991610646247864,,,W&B config/history plus audited R2 final.pt,,,,7147504,7081711,d256-L8-h4-context128-temporal128x2,512,16384,8388608,46.047,,,D0|D1|D2; later 036 MC-AWR control,both factorization flags on; actor weighting uniform
factorization_matrix_eval,D0-H1-built-in,037,experiments/037_factorization_matrix.py,98r9smrj,https://wandb.ai/ericyuegu/hal/runs/98r9smrj,D0-train,H1 built-in p32 runtime failure,val/primary_nll,1.893409412294233,,,,R2 replays/final_h1/metrics.json; no gameplay,0_complete_of_96_scheduled,0,96,7147504,7081711,d256-L8-h4-context128-temporal128x2-exec1,512,16384,8388608,46.047,,,runtime failure; not architecture evidence,max_parallel32 > cpus16; zero decode calls
factorization_matrix_eval,D0-H2-built-in,037,experiments/037_factorization_matrix.py,98r9smrj,https://wandb.ai/ericyuegu/hal/runs/98r9smrj,D0-train,H2 built-in p32 runtime failure,val/primary_nll,1.893409412294233,,,,R2 replays/final_h2/metrics.json; no gameplay,0_complete_of_96_scheduled,0,96,7147504,7081711,d256-L8-h4-context128-temporal128x2-exec2,512,16384,8388608,46.047,,,runtime failure; not architecture evidence,max_parallel32 > cpus16; zero decode calls
factorization_matrix_eval,D0-H4-built-in,037,experiments/037_factorization_matrix.py,98r9smrj,https://wandb.ai/ericyuegu/hal/runs/98r9smrj,D0-train,H4 built-in p32 runtime failure,val/primary_nll,1.893409412294233,,,,R2 replays/final_h4/metrics.json; no gameplay,0_complete_of_96_scheduled,0,96,7147504,7081711,d256-L8-h4-context128-temporal128x2-exec4,512,16384,8388608,46.047,,,runtime failure; not architecture evidence,max_parallel32 > cpus16; zero decode calls
factorization_matrix_eval,D0-H6-built-in,037,experiments/037_factorization_matrix.py,98r9smrj,https://wandb.ai/ericyuegu/hal/runs/98r9smrj,D0-train,H6 built-in p32 runtime failure,val/primary_nll,1.893409412294233,,,,R2 replays/final_h6/metrics.json; no gameplay,0_complete_of_96_scheduled,0,96,7147504,7081711,d256-L8-h4-context128-temporal128x2-exec6,512,16384,8388608,46.047,,,runtime failure; not architecture evidence,max_parallel32 > cpus16; zero decode calls
factorization_matrix_eval,D0-H1-selected,037,experiments/037_factorization_matrix.py,98r9smrj,https://wandb.ai/ericyuegu/hal/runs/98r9smrj,D0-train,H1 selected p16 repair,val/primary_nll,1.893409412294233,change_f1=0.300930380821228;exact=0.640240490436554;dense1=0.7902684807777405,-0.045281614003144816,26.354655125776056,R2 replays/final_h1_p16-repair/metrics.json plus original W&B,96,101,0,7147504,7081711,d256-L8-h4-context128-temporal128x2-exec1,512,16384,8388608,46.047,5.131660499998247,5.308588550005311,D0 H1,eval-only p16 repair; unchanged final checkpoint
factorization_matrix_eval,D0-H2-selected,037,experiments/037_factorization_matrix.py,98r9smrj,https://wandb.ai/ericyuegu/hal/runs/98r9smrj,D0-train,H2 selected p16 repair,val/primary_nll,1.893409412294233,change_f1=0.300930380821228;exact=0.640240490436554;dense2=0.6484899520874023,-0.2923546783623998,12.024161579625062,R2 replays/final_h2_p16-repair/metrics.json plus original W&B,96,98,0,7147504,7081711,d256-L8-h4-context128-temporal128x2-exec2,512,16384,8388608,46.047,6.572240999986434,6.676372600009017,D0 H2,eval-only p16 repair; unchanged final checkpoint
factorization_matrix_eval,D0-H4-selected,037,experiments/037_factorization_matrix.py,98r9smrj,https://wandb.ai/ericyuegu/hal/runs/98r9smrj,D0-train,H4 selected p16 repair,val/primary_nll,1.893409412294233,change_f1=0.300930380821228;exact=0.640240490436554;dense4=0.47063758969306946,-0.8457398464428336,-5.884281110680044,R2 replays/final_h4_p16-repair/metrics.json plus original W&B,96,113,0,7147504,7081711,d256-L8-h4-context128-temporal128x2-exec4,512,16384,8388608,46.047,9.51497150001046,9.61092259999532,D0 H4 main result,eval-only p16 repair; unchanged final checkpoint
